GRNDS_ARVL_YMD,IGTN_HTSRC_SCLSF_NM,IGTN_HTSRC_LCLSF_NM,OCRN_YMD,MBLZ_EQPMNT_CNT,WHOL_MNPW_CNT,TP_VL,GRNDS_SGG_NM,CBK_YMD,GRNDS_DSTNC,LYCRG_FRBRG_NOPE,MBLZ_POLICEO_CNT,BGNN_POTFR_TM,FRST_IGOBJ_LCLSF_NM,MBLZ_PRVTM_GAS_REL_INST_CNT,HUM_VL,INJPSN_CNT,ACDNT_OCRN_LOT,FIRE_OCRN_HR,GRNDS_ARVL_TM,PRFECT_POTFR_TM,WTHR_INFO,FCLT_PLC_SCLSF_NM,BGNN_POTFR_YMD,CMBS_EXPOBJ_LCLSF_NM,ACDNT_OCRN_LAT,DSPT_TM,DCSD_CNT,OCRN_CS_NM,MBLZ_FFPWR_CNT,FIRE_TYPE_NM,CBK_TM,ETC_MBLZ_NOPE,MBLZ_GNRL_OCPT_NOPE,RCPT_YMD,IGTN_CS_NM,RCPT_TM,PRFECT_POTFR_YMD,IGTN_DMNT_SCLSF_NM,DSPT_REQ_TM,FRST_IGOBJ_SCLSF_NM,HR_UNIT_WSPD,LFDAU_GRNDS_DSTNC,FRSTN_NM,DSPT_YMD,PRPT_DAM_AMT,CMBS_EXPOBJ_SCLSF_NM,year,IGTN_BRNCH_NM,SN,IGTN_DMNT_LCLSF_NM,MBLZ_SOLD_CNT,CNTR_GRNDS_DSTNC,HR_UNIT_WNDRCT,FIRE_SUPESN_REQ_TM,CNTR_NM,HNL_DAM_CNT,GRNDS_SGG_NM_CLEAN,merge_key,피해면적_합계
20210222,미상,미상,2021-02-22,14,81,14.0,화천군,20210222,22,17,6,144400,기타,30,39,0,127.8389,21100,21844,30600,맑음,사유림,20210222,,38.0286,21146,0,,18,임야,33444,0,10,20210222,미상,21118,20210222,미상,658,기타,270.0,5.0,화천소방서,20210222,0,,2020,산아래,93,미상,0,22,4.0,4716,화천119안전센터,0,화천,2021-02-22_화천,0.1
20210226,미상,미상,2021-02-26,10,106,10.0,홍천군,20210226,21,15,6,143015,미상,30,35,0,127.7667,13300,20558,60000,맑음,사유림,20210226,,37.7444,13751,0,,25,임야,60515,10,20,20210226,미상,13351,20210226,미상,2807,미상,90.0,16.0,홍천소방서,20210226,0,,2020,산정상,94,미상,0,0,4.0,35402,홍천119안전센터,0,홍천,2021-02-26_홍천,0.1
20210311,논/임야태우기,불꽃/불티,2021-03-11,21,164,17.0,영월군,20210312,16,28,25,171209,종이/목재/건초등,58,17,1,128.5572,24600,25800,75631,맑음,사유림,20210311,종이/목재/건초등,37.1139,24705,0,가연성물질의급격한연소/기상(건조/강풍등),26,임야,90747,0,27,20210311,논/밭두렁,24653,20210312,쓰레기/논밭두렁,1055,종이/목재/건초등,225.0,5.0,영월소방서,20210311,6751,종이/목재/건초등,2020,산아래,95,부주의,0,19,4.0,165831,중동119안전센터,1,영월,2021-03-11_영월,4.42
20210312,미상,미상,2021-03-12,8,33,7.0,영월군,20210312,18,2,2,223716,미상,15,62,0,128.5561,71100,72840,103916,비,사유림,20210312,,37.1135,71224,0,,14,임야,103916,0,0,20210312,미상,71136,20210312,미상,1616,미상,90.0,8.0,영월소방서,20210312,0,,2020,산중턱,96,미상,0,24,4.0,31036,중동119안전센터,0,영월,2021-03-12_영월,
20210323,담배꽁초,담뱃불/라이터불,2021-03-23,33,310,17.0,홍천군,20210324,13,51,14,194808,종이/목재/건초등,0,25,0,127.9725,35200,35717,124000,맑음,사유림,20210323,종이/목재/건초등,37.7758,35541,0,기상(건조/강풍등),50,임야,110000,135,60,20210323,미상,35214,20210324,담뱃불,136,건초,315.0,0.0,홍천소방서,20210323,9900,나무,2020,산중턱,97,부주의,0,13,8.0,84243,홍천119안전센터,0,홍천,2021-03-23_홍천,20.0
20210330,부주의,불꽃/불티,2021-03-30,22,197,16.0,삼척시,20210330,55,30,10,155300,종이/목재/건초등,110,26,0,129.2102,21100,21740,70000,맑음,사유림,20210330,,37.1496,21138,0,기타,47,임야,70000,0,0,20210330,입산자실화,21109,20210330,불꽃/불티,602,풀/나뭇잎,90.0,1.0,삼척소방서,20210330,0,,2020,산중턱,98,부주의,0,18,8.0,44220,원덕119안전센터,0,삼척,2021-03-30_삼척,1.28
20210331,기기사용/설치부주의,불꽃/불티,2021-03-31,186,302,22.0,정선군,20210401,32,39,19,182010,종이/목재/건초등,177,8,0,128.622,33500,35545,124630,맑음,사유림,20210331,종이/목재/건초등,37.2547,33545,0,기타/가연성물질의급격한연소,33,임야,22046,0,34,20210331,논/밭두렁,33510,20210401,불꽃/불티,2000,종이/목재/건초등,225.0,0.0,정선소방서,20210331,67716,종이/목재/건초등,2020,산아래,99,부주의,0,15,4.0,205045,신동119안전센터,0,정선,2021-03-31_정선,10.7
20210331,미상,미상,2021-03-31,15,98,20.0,양구군,20210401,12,21,0,81000,미상,67,13,0,,35600,51605,110000,맑음,국유림,20210331,기타,,50003,0,,10,임야,110000,0,0,20210331,미상,45648,20210401,미상,1602,미상,315.0,10.0,양구소방서,20210331,0,기타,2020,미상,100,미상,0,12,4.0,174355,양구119안전센터,0,양,2021-03-31_양,
20210417,불씨/불꽃/화원방치,미상,2021-04-17,12,54,9.0,홍천군,20210417,10,2,5,100353,종이/목재/건초등,33,62,0,127.9226,93300,94541,101440,맑음,사유림,20210417,종이/목재/건초등,37.6323,93417,0,기상(건조/강풍등),14,임야,103146,0,0,20210417,미상,93354,20210417,미상,1124,풀/나뭇잎,225.0,6.0,홍천소방서,20210417,0,풀/나뭇잎,2020,산아래,101,부주의,0,10,4.0,2859,홍천119안전센터,0,홍천,2021-04-17_홍천,0.01
20210417,미상,미상,2021-04-17,7,53,14.0,평창군,20210417,42,0,3,4521,기타,21,29,0,128.6374,120400,122702,13150,맑음,공유림,20210417,,37.5927,120517,0,,11,임야,14222,0,18,20210417,미상,120442,20210417,미상,2145,기타,180.0,0.0,평창소방서,20210417,0,,2020,산정상,102,미상,0,16,,10448,진부119안전센터,0,평창,2021-04-17_평창,0.01
20210418,불씨/불꽃/화원방치,불꽃/불티,2021-04-18,12,31,13.0,정선군,20210418,16,0,2,143448,종이/목재/건초등,4,30,0,128.5861,10000,11847,23448,맑음,국유림,20210418,,37.4106,10140,0,,25,임야,23448,0,0,20210418,기타,10059,20210418,불꽃/불티,1707,종이/목재/건초등,90.0,23.0,정선소방서,20210418,0,,2020,평지,103,부주의,0,16,4.0,11601,조양119안전센터,0,정선,2021-04-18_정선,
20210419,담배꽁초,담뱃불/라이터불,2021-04-19,17,151,19.0,횡성군,20210419,11,0,0,190000,종이/목재/건초등,118,30,0,127.9247,44500,51242,83009,맑음,국유림,20210419,,37.5281,44707,0,,33,임야,83249,0,0,20210419,담뱃불,44554,20210419,담뱃불/라이터불,2535,풀/나뭇잎,135.0,0.0,횡성소방서,20210419,0,,2020,산중턱,104,부주의,0,6,4.0,31727,공근119안전센터,0,횡성,2021-04-19_횡성,1.48
20210420,논/임야태우기,불꽃/불티,2021-04-20,21,64,26.0,홍천군,20210420,17,10,10,163433,종이/목재/건초등,25,22,1,127.6887,32200,34727,45209,맑음,사유림,20210420,종이/목재/건초등,37.8806,32311,0,가연성물질의급격한연소/기상(건조/강풍등),19,임야,70000,0,0,20210420,논/밭두렁,32205,20210420,쓰레기/논밭두렁,2416,풀/나뭇잎,315.0,0.0,홍천소방서,20210420,0,풀/나뭇잎,2020,산아래,105,부주의,0,12,4.0,10442,양덕원119안전센터,1,홍천,2021-04-20_홍천,0.66
20210421,담배꽁초,담뱃불/라이터불,2021-04-21,22,177,24.0,평창군,20210421,56,33,12,135931,종이/목재/건초등,53,29,0,128.6438,122000,123246,25124,맑음,사유림,20210421,,37.6787,122234,0,,20,임야,25618,29,30,20210421,담뱃불,122045,20210421,담뱃불,1012,풀/나뭇잎,315.0,0.0,평창소방서,20210421,3850,,2020,산중턱,106,부주의,0,7,4.0,21838,대관령119안전센터,0,평창,2021-04-21_평창,1.0
20210421,자연발화,폭발물/폭죽,2021-04-21,5,52,26.0,양구군,20210421,30,0,2,133925,종이/목재/건초등,3,17,0,128.0482,10800,13504,15512,맑음,국유림,20210421,,38.1869,11010,0,,7,임야,24554,0,0,20210421,기타,10850,20210421,폭탄/탄약,2454,풀/나뭇잎,315.0,13.0,양구소방서,20210421,0,,2020,산아래,107,화학적요인,40,30,4.0,2008,양구119안전센터,0,양,2021-04-21_양,
20210421,미상,미상,2021-04-21,10,28,27.0,화천군,20210421,5,0,3,164157,종이/목재/건초등,5,9,0,127.7322,43100,43919,44406,맑음,사유림,20210421,,38.13,43313,0,,20,임야,50442,0,0,20210421,미상,43157,20210421,미상,606,목재/합판,135.0,0.0,화천소방서,20210421,0,,2020,평지,108,미상,0,5,4.0,447,화천119안전센터,0,화천,2021-04-21_화천,
20210422,쓰레기소각,불꽃/불티,2021-04-22,16,52,26.0,철원군,20210422,14,0,4,135918,쓰레기류,0,31,0,127.2352,12700,13723,21618,맑음,사유림,20210422,종이/목재/건초등,38.2433,12825,0,기상(건조/강풍등),24,임야,31018,20,4,20210422,성묘객,12707,20210422,쓰레기/논밭두렁,858,기타쓰레기,90.0,0.0,철원소방서,20210422,2959,풀/나뭇잎,2020,산중턱,109,부주의,0,7,4.0,3855,동송119안전센터,0,철원,2021-04-22_철원,0.02
20210425,담배꽁초,담뱃불/라이터불,2021-04-25,30,126,20.0,원주시,20210425,24,16,2,160845,종이/목재/건초등,77,31,0,128.0544,23200,31325,54224,맑음,공유림,20210425,종이/목재/건초등,37.3039,23516,0,기상(건조/강풍등)/원거리소방서,20,임야,60524,0,11,20210425,담뱃불,23201,20210425,담뱃불,3809,풀/나뭇잎,225.0,0.0,원주소방서,20210425,0,풀/나뭇잎,2020,산중턱,110,부주의,0,8,4.0,22859,신림119안전센터,0,원주,2021-04-25_원주,1.5
20210426,쓰레기소각,담뱃불/라이터불,2021-04-26,12,67,21.0,원주시,20210426,4,0,4,175312,종이/목재/건초등,30,23,0,127.9553,52900,53748,55312,맑음,사유림,20210426,,37.3175,52958,0,,25,임야,62137,0,8,20210426,입산자실화,52913,20210426,담뱃불/라이터불,750,풀/나뭇잎,315.0,0.0,원주소방서,20210426,0,,2020,산아래,111,부주의,0,4,4.0,1524,단구119안전센터,0,원주,2021-04-26_원주,
20210427,부주의,담뱃불/라이터불,2021-04-27,11,126,18.0,인제군,20210427,19,20,5,140429,종이/목재/건초등,64,37,0,128.1028,11300,13629,22229,맑음,사유림,20210427,,38.1483,11636,0,,20,임야,24929,0,17,20210427,기타,11308,20210427,담뱃불/라이터불,1953,종이/목재/건초등,225.0,0.0,인제소방서,20210427,0,,2020,산중턱,112,부주의,0,19,4.0,4600,인제119안전센터,0,인제,2021-04-27_인제,0.17
20210429,자연적재해,기타,2021-04-29,21,103,6.0,삼척시,20210430,61,21,0,231103,종이/목재/건초등,52,95,0,129.1636,90700,92034,10542,맑음,국유림,20210429,,37.1303,90937,0,,28,임야,10542,2,0,20210429,기타,90750,20210430,기타,1057,풀/나뭇잎,270.0,6.0,삼척소방서,20210429,0,,2020,산정상,113,자연적인요인,0,24,4.0,34508,원덕119안전센터,0,삼척,2021-04-29_삼척,0.01
20210506,담배꽁초,담뱃불/라이터불,2021-05-06,15,81,18.0,인제군,20210506,28,17,7,181000,종이/목재/건초등,41,36,0,128.1968,53000,54500,62332,맑음,국유림,20210506,,38.2543,53202,0,,16,임야,73904,0,0,20210506,담뱃불,53053,20210506,담뱃불,1258,풀/나뭇잎,225.0,7.0,인제소방서,20210506,0,,2020,산아래,114,부주의,0,20,12.0,3832,원통119안전센터,0,인제,2021-05-06_인제,0.2
20210506,미상,미상,2021-05-06,22,110,16.0,삼척시,20210506,26,0,0,223934,종이/목재/건초등,70,54,0,129.253,90600,92245,103934,맑음,국유림,20210506,,37.3529,90915,0,,30,임야,115312,0,0,20210506,미상,90640,20210506,미상,1330,풀/나뭇잎,225.0,8.0,삼척소방서,20210506,0,,2020,산아래,115,미상,10,22,4.0,11649,원덕119안전센터,0,삼척,2021-05-06_삼척,0.01
20210507,담배꽁초,담뱃불/라이터불,2021-05-07,31,248,17.0,삼척시,20210507,39,10,12,4020,종이/목재/건초등,126,46,0,129.0825,110500,112040,13020,맑음,사유림,20210507,,37.2117,110834,0,,50,임야,24420,0,50,20210507,담뱃불,110548,20210507,담뱃불,1206,건초,225.0,0.0,삼척소방서,20210507,101,,2020,산중턱,116,부주의,0,8,,20940,도계119안전센터,0,삼척,2021-05-07_삼척,1.23
20210508,담배꽁초,담뱃불/라이터불,2021-05-08,15,95,15.0,횡성군,20210508,38,18,2,135333,종이/목재/건초등,0,59,0,128.1847,121200,122927,15433,맑음,국유림,20210508,,37.4111,121312,0,,16,임야,62202,50,9,20210508,담뱃불,121220,20210508,담뱃불,1615,풀/나뭇잎,225.0,15.0,횡성소방서,20210508,0,,2020,산정상,117,부주의,0,25,4.0,12506,우천119안전센터,0,횡성,2021-05-08_횡성,0.01
20210509,불장난,담뱃불/라이터불,2021-05-09,14,81,21.0,홍천군,20210509,22,15,5,135054,종이/목재/건초등,0,24,0,127.8322,11600,12624,15339,맑음,사유림,20210509,,37.5889,11719,0,,20,임야,22934,26,15,20210509,기타,11611,20210509,담뱃불/라이터불,905,풀/나뭇잎,315.0,0.0,홍천소방서,20210509,0,,2020,산아래,118,부주의,0,7,4.0,2715,양덕원119안전센터,0,홍천,2021-05-09_홍천,0.2
20210509,담배꽁초,담뱃불/라이터불,2021-05-09,12,60,20.0,철원군,20210509,16,0,6,141148,종이/목재/건초등,37,26,0,127.1795,14300,15216,22131,맑음,사유림,20210509,,38.2408,14415,0,,15,임야,31302,0,2,20210509,담뱃불,14301,20210509,담뱃불,801,풀/나뭇잎,315.0,0.0,철원소방서,20210509,0,,2020,산중턱,119,부주의,0,8,8.0,2915,동송119안전센터,0,철원,2021-05-09_철원,0.01
20210509,담배꽁초,담뱃불/라이터불,2021-05-09,12,60,20.0,철원군,20210509,16,0,6,141148,종이/목재/건초등,37,26,0,127.1795,14300,15216,22131,맑음,사유림,20210509,,38.2408,14415,0,,15,임야,31302,0,2,20210509,담뱃불,14301,20210509,담뱃불,801,풀/나뭇잎,315.0,0.0,철원소방서,20210509,0,,2020,산중턱,119,부주의,0,8,8.0,2915,동송119안전센터,0,철원,2021-05-09_철원,0.03
20210509,불장난,담뱃불/라이터불,2021-05-09,13,67,19.0,철원군,20210509,12,0,6,183358,종이/목재/건초등,37,22,0,127.2108,54400,54923,63452,맑음,사유림,20210509,,38.2256,54536,0,,19,임야,72843,0,5,20210509,입산자실화,54449,20210509,라이터불/성냥불,347,풀/나뭇잎,270.0,0.0,철원소방서,20210509,0,,2020,산정상,120,부주의,0,2,8.0,4529,동송119안전센터,0,철원,2021-05-09_철원,0.01
20210509,불장난,담뱃불/라이터불,2021-05-09,13,67,19.0,철원군,20210509,12,0,6,183358,종이/목재/건초등,37,22,0,127.2108,54400,54923,63452,맑음,사유림,20210509,,38.2256,54536,0,,19,임야,72843,0,5,20210509,입산자실화,54449,20210509,라이터불/성냥불,347,풀/나뭇잎,270.0,0.0,철원소방서,20210509,0,,2020,산정상,120,부주의,0,2,8.0,4529,동송119안전센터,0,철원,2021-05-09_철원,0.03
20210513,과열/과부하,작동기기,2021-05-13,18,144,23.0,태백시,20210513,21,0,6,182000,종이/목재/건초등,12,43,0,128.9908,33700,35917,83416,맑음,사유림,20210513,종이/목재/건초등,37.3042,33756,0,가연성물질의급격한연소,22,임야,102500,61,32,20210513,기타,33705,20210513,불꽃/스파크/정전기,2121,풀/나뭇잎,45.0,0.0,태백소방서,20210513,0,나무,2020,산중턱,121,기계적요인,11,18,4.0,43459,화전119안전센터,0,태백,2021-05-13_태백,0.84
20210514,절연열화에의한단락,작동기기,2021-05-14,18,131,24.0,횡성군,20210514,26,23,5,131125,종이/목재/건초등,10,58,0,128.19,115000,120242,15508,맑음,사유림,20210514,,37.4056,115034,0,,23,임야,41424,39,31,20210514,건물,115006,20210514,전기적아크,1208,풀/나뭇잎,0.0,6.0,횡성소방서,20210514,0,,2020,산아래,122,전기적요인,0,14,4.0,15226,우천119안전센터,0,횡성,2021-05-14_횡성,0.1
20210607,쓰레기소각,불꽃/불티,2021-06-07,11,50,25.0,강릉시,20210607,22,10,7,153855,종이/목재/건초등,23,62,0,128.8033,31100,32610,45149,맑음,사유림,20210607,,37.8992,31226,0,,10,임야,45149,0,0,20210607,논/밭두렁,31139,20210607,쓰레기/논밭두렁,1344,목재/합판,225.0,0.0,강릉소방서,20210607,223,,2020,산중턱,123,부주의,0,7,4.0,12539,주문진119안전센터,0,강릉,2021-06-07_강릉,0.01
20210607,쓰레기소각,불꽃/불티,2021-06-07,11,50,25.0,강릉시,20210607,22,10,7,153855,종이/목재/건초등,23,62,0,128.8033,31100,32610,45149,맑음,사유림,20210607,,37.8992,31226,0,,10,임야,45149,0,0,20210607,논/밭두렁,31139,20210607,쓰레기/논밭두렁,1344,목재/합판,225.0,0.0,강릉소방서,20210607,223,,2020,산중턱,123,부주의,0,7,4.0,12539,주문진119안전센터,0,강릉,2021-06-07_강릉,0.01
20210608,자연적재해,자연적발화열,2021-06-08,6,48,19.0,홍천군,20210608,26,12,3,153200,종이/목재/건초등,0,78,0,128.0653,25200,30349,42904,맑음,사유림,20210608,,37.8212,25414,0,,10,임야,45641,10,13,20210608,기타,25246,20210608,낙뢰,935,나무,45.0,5.0,홍천소방서,20210608,0,,2020,산정상,124,자연적인요인,0,0,4.0,12515,서석119안전센터,0,홍천,2021-06-08_홍천,0.04
20210106,담배꽁초,담뱃불/라이터불,2021-01-06,8,72,-3.0,고성군,20210106,18,0,6,13630,종이/목재/건초등,0,15,0,128.5538,131900,132922,134156,맑음,사유림,20210106,,38.2602,132134,0,,21,임야,144105,0,45,20210106,기타,131939,20210106,담뱃불,748,풀/나뭇잎,315.0,0.0,고성소방서,20210106,0,,2020,산아래,125,부주의,0,4,4.0,1234,동광119안전센터,0,고성,2021-01-06_고성,
20210123,담배꽁초,담뱃불/라이터불,2021-01-23,9,23,3.0,철원군,20210123,19,0,4,64249,종이/목재/건초등,0,74,0,127.1806,182100,183754,185717,맑음,사유림,20210123,,38.2545,182408,0,,18,임야,191754,0,1,20210123,담뱃불,182154,20210123,담뱃불,1346,건초,225.0,0.0,철원소방서,20210123,0,,2020,평지,126,부주의,0,9,4.0,1923,동송119안전센터,0,철원,2021-01-23_철원,
20210211,담배꽁초,담뱃불/라이터불,2021-02-11,8,22,8.0,철원군,20210211,15,0,4,33148,종이/목재/건초등,0,47,0,127.3605,151200,152544,153530,맑음,사유림,20210211,,38.2836,151321,0,,6,임야,171610,0,0,20210211,미상,151221,20210211,담뱃불,1223,풀/나뭇잎,225.0,0.0,철원소방서,20210211,0,,2020,평지,127,부주의,12,15,4.0,946,동송119안전센터,0,철원,2021-02-11_철원,
20210211,담배꽁초,담뱃불/라이터불,2021-02-11,21,231,8.0,고성군,20210211,4,40,2,65042,종이/목재/건초등,71,65,0,128.4495,181200,182042,191042,맑음,사유림,20210211,,38.3746,181249,0,,41,임야,213242,45,32,20210211,담뱃불,181219,20210211,담뱃불,753,풀/나뭇잎,180.0,0.0,고성소방서,20210211,0,,2020,산아래,128,부주의,0,4,4.0,5000,간성119안전센터,0,고성,2021-02-11_고성,
20210214,담배꽁초,담뱃불/라이터불,2021-02-14,2,7,9.0,고성군,20210214,6,0,3,21232,종이/목재/건초등,0,81,0,128.51,140000,141043,142235,맑음,사유림,20210214,,38.3511,140130,0,,4,임야,144332,0,0,20210214,기타,140058,20210214,담뱃불,913,풀/나뭇잎,45.0,0.0,고성소방서,20210214,0,,2020,평지,129,부주의,0,6,4.0,1152,간성119안전센터,0,고성,2021-02-14_고성,
20210217,담배꽁초,담뱃불/라이터불,2021-02-17,0,0,-9.0,원주시,20210217,5,0,0,101656,종이/목재/건초등,0,47,0,127.9483,220700,221456,221656,맑음,사유림,20210217,,37.3181,220911,0,,0,임야,224508,0,0,20210217,기타,220749,20210217,담뱃불,545,풀/나뭇잎,315.0,0.0,원주소방서,20210217,0,,2020,평지,130,부주의,0,3,4.0,200,단구119안전센터,0,원주,2021-02-17_원주,
20210218,담배꽁초,담뱃불/라이터불,2021-02-18,7,22,-8.0,양양군,20210218,7,0,2,21430,종이/목재/건초등,0,43,0,128.6341,15100,20208,21430,맑음,사유림,20210218,,38.1143,15230,0,,20,임야,23133,0,0,20210218,기타,15156,20210218,담뱃불,938,풀/나뭇잎,270.0,0.0,양양소방서,20210218,0,,2020,평지,131,부주의,0,7,4.0,1222,양양119안전센터,0,양양,2021-02-18_양양,3.62
20210219,담배꽁초,담뱃불/라이터불,2021-02-19,10,29,7.0,양양군,20210219,5,0,4,10056,종이/목재/건초등,0,32,0,128.6281,124200,125158,130817,맑음,사유림,20210219,종이/목재/건초등,38.0958,124356,0,,25,임야,163609,0,0,20210219,논/밭두렁,124258,20210219,담뱃불,802,건초,270.0,0.0,양양소방서,20210219,0,건초,2020,평지,132,부주의,0,8,12.0,1619,양양119안전센터,0,양양,2021-02-19_양양,
20210219,부주의,불꽃/불티,2021-02-19,4,24,5.0,강릉시,20210219,10,0,4,41701,쓰레기류,10,41,0,128.8996,153400,155020,161701,맑음,사유림,20210219,,37.7014,153554,0,,10,임야,162000,0,0,20210219,쓰레기소각장,153411,20210219,굴뚝아궁이,1426,쓰레기,225.0,0.0,강릉소방서,20210219,0,,2020,평지,133,부주의,0,8,8.0,2641,내곡119안전센터,0,강릉,2021-02-19_강릉,
20210219,담배꽁초,담뱃불/라이터불,2021-02-19,15,60,11.0,강릉시,20210219,12,0,25,51702,기타,10,31,0,,165800,170709,174829,맑음,사유림,20210219,,,165946,0,,25,임야,175309,0,0,20210219,기타,165848,20210219,담뱃불,723,기타,225.0,0.0,강릉소방서,20210219,0,,2020,평지,134,부주의,0,2,17.0,4120,경포119안전센터,0,강릉,2021-02-19_강릉,
20210219,불씨/불꽃/화원방치,불꽃/불티,2021-02-19,8,21,3.0,홍천군,20210219,7,0,4,71750,종이/목재/건초등,0,64,0,,190100,190806,191827,맑음,사유림,20210219,종이/목재/건초등,,190240,0,기상(건조/강풍등)/화재인지/신고지연,17,임야,195117,0,0,20210219,기타,190146,20210219,비화,526,풀/나뭇잎,45.0,1.0,홍천소방서,20210219,0,풀/나뭇잎,2020,평지,135,부주의,0,7,4.0,1021,홍천119안전센터,0,홍천,2021-02-19_홍천,
20210220,담배꽁초,담뱃불/라이터불,2021-02-20,10,34,6.0,양양군,20210220,20,0,2,123758,종이/목재/건초등,4,76,0,,50000,3136,103058,맑음,사유림,20210220,,,61600,0,,28,임야,13658,0,0,20210220,담뱃불,52200,20210220,담뱃불,2520,풀/나뭇잎,270.0,0.0,양양소방서,20210220,0,,2020,산아래,136,부주의,0,20,8.0,5922,양양119안전센터,0,양양,2021-02-20_양양,
20210220,미상,미상,2021-02-20,11,83,15.0,춘천시,20210220,13,10,4,31200,미상,10,22,0,127.7725,145700,151200,151200,맑음,사유림,20210220,,37.7975,145736,0,,20,임야,151200,29,10,20210220,미상,145710,20210220,미상,1424,미상,270.0,0.0,춘천소방서,20210220,0,,2020,미상,137,미상,0,6,4.0,0,대룡119안전센터,0,춘천,2021-02-20_춘천,
20210220,불씨/불꽃/화원방치,불꽃/불티,2021-02-20,10,28,9.0,철원군,20210220,19,0,2,62603,종이/목재/건초등,0,34,0,127.4639,180400,181928,183824,맑음,사유림,20210220,,38.19,180520,0,,18,임야,184442,8,0,20210220,기타,180421,20210220,모닥불/연탄/숯,1408,건초,45.0,0.0,철원소방서,20210220,0,,2020,평지,138,부주의,0,11,4.0,1856,김화119안전센터,0,철원,2021-02-20_철원,
20210221,미상,미상,2021-02-21,6,25,17.0,원주시,20210221,8,0,3,75000,종이/목재/건초등,0,31,0,127.9236,192200,193255,195026,맑음,사유림,20210221,,37.3022,192429,0,,22,임야,195026,0,0,20210221,미상,192243,20210221,미상,826,풀/나뭇잎,225.0,0.0,원주소방서,20210221,0,,2020,평지,139,미상,0,5,4.0,1731,흥업119안전센터,0,원주,2021-02-21_원주,
20210319,미상,미상,2021-03-19,9,42,16.0,원주시,20210319,11,0,2,123645,종이/목재/건초등,17,33,0,127.915,113500,114809,124108,맑음,사유림,20210319,종이/목재/건초등,37.29,113811,0,,16,임야,125450,0,7,20210319,미상,113555,20210319,미상,958,풀/나뭇잎,135.0,0.0,원주소방서,20210319,0,풀/나뭇잎,2020,산아래,140,미상,0,3,4.0,5259,흥업119안전센터,0,원주,2021-03-19_원주,
20210330,쓰레기소각,불꽃/불티,2021-03-30,10,49,18.0,철원군,20210330,9,0,0,51640,종이/목재/건초등,10,22,0,127.2906,170300,171153,172115,맑음,사유림,20210330,,38.1356,170407,0,,17,임야,173449,20,2,20210330,쓰레기소각장,170336,20210330,쓰레기/논밭두렁,746,건초,315.0,0.0,철원소방서,20210330,0,,2020,산아래,141,부주의,0,4,4.0,922,갈말119안전센터,0,철원,2021-03-30_철원,
20210401,용접/절단/연마,불꽃/불티,2021-04-01,10,25,15.0,횡성군,20210401,25,0,2,104137,종이/목재/건초등,7,31,0,128.1793,102000,102653,105201,맑음,사유림,20210401,,37.4312,102120,0,,13,임야,110133,0,3,20210401,기타,102049,20210401,용접/절단/연마,533,종이/목재/건초등,135.0,3.0,횡성소방서,20210401,0,,2020,평지,142,부주의,0,13,4.0,2508,우천119안전센터,0,횡성,2021-04-01_횡성,
20210407,미상,미상,2021-04-07,19,109,19.0,화천군,20210407,32,21,5,125500,종이/목재/건초등,10,24,0,127.5223,121100,121622,130500,맑음,사유림,20210407,종이/목재/건초등,38.0885,121155,0,,28,임야,154051,20,5,20210407,미상,121110,20210407,미상,427,풀/나뭇잎,90.0,0.0,화천소방서,20210407,0,풀/나뭇잎,2020,산아래,143,미상,20,3,4.0,4838,사내119안전센터,0,화천,2021-04-07_화천,
20210409,담배꽁초,미상,2021-04-09,10,24,9.0,양양군,20210409,16,0,0,60822,종이/목재/건초등,0,41,0,,53300,55304,61022,맑음,사유림,20210409,,,54737,0,,24,임야,65356,0,0,20210409,미상,53307,20210409,미상,527,건초,90.0,0.0,양양소방서,20210409,0,,2020,산중턱,144,부주의,0,4,4.0,1718,강현119안전센터,0,양양,2021-04-09_양양,
20210409,논/임야태우기,담뱃불/라이터불,2021-04-09,16,102,18.0,원주시,20210409,27,30,2,55019,종이/목재/건초등,30,32,0,127.7819,170200,171812,181419,맑음,사유림,20210409,종이/목재/건초등,37.3574,170339,0,기상(건조/강풍등),30,임야,183251,0,10,20210409,쓰레기소각장,170259,20210409,라이터불/성냥불,1433,풀/나뭇잎,180.0,9.0,원주소방서,20210409,0,풀/나뭇잎,2020,평지,145,부주의,0,12,4.0,5607,문막119안전센터,0,원주,2021-04-09_원주,
20210412,쓰레기소각,불꽃/불티,2021-04-12,14,34,13.0,정선군,20210412,16,0,3,11932,쓰레기류,8,42,0,128.6372,130200,131910,134609,비,사유림,20210412,기타,37.4328,130320,0,기타,21,임야,143830,0,2,20210412,쓰레기소각장,130241,20210412,쓰레기/논밭두렁,1550,쓰레기,225.0,16.0,정선소방서,20210412,0,기타,2020,평지,146,부주의,0,8,4.0,2659,조양119안전센터,0,정선,2021-04-12_정선,
20210420,담배꽁초,담뱃불/라이터불,2021-04-20,12,33,14.0,원주시,20210420,7,0,5,95803,종이/목재/건초등,2,53,0,127.9275,94600,95419,95803,맑음,사유림,20210420,,37.3161,94655,0,,26,임야,100429,0,0,20210420,기타,94627,20210420,담뱃불,724,풀/나뭇잎,45.0,0.0,원주소방서,20210420,0,,2020,평지,147,부주의,0,6,4.0,344,흥업119안전센터,0,원주,2021-04-20_원주,
