GRNDS_ARVL_YMD,IGTN_HTSRC_SCLSF_NM,IGTN_HTSRC_LCLSF_NM,OCRN_YMD,MBLZ_EQPMNT_CNT,WHOL_MNPW_CNT,TP_VL,LFDAU_NM,FCLT_PLC_LCLSF_NM,FCLT_PLC_MCLSF_NM,GRNDS_SGG_NM,CBK_YMD,GRNDS_DSTNC,LYCRG_FRBRG_NOPE,MBLZ_POLICEO_CNT,BGNN_POTFR_TM,FRST_IGOBJ_LCLSF_NM,WRINV_NO,MBLZ_PRVTM_GAS_REL_INST_CNT,UPCLS_INST_NM,HUM_VL,INJPSN_CNT,ACDNT_OCRN_LOT,FIRE_OCRN_HR,GRNDS_ARVL_TM,PRFECT_POTFR_TM,WTHR_INFO,ROAD_NM,FCLT_PLC_SCLSF_NM,HNUM_NM,BGNN_POTFR_YMD,CMBS_EXPOBJ_LCLSF_NM,ACDNT_OCRN_LAT,DSPT_TM,DCSD_CNT,OCRN_CS_NM,MBLZ_FFPWR_CNT,FIRE_TYPE_NM,CBK_TM,ETC_MBLZ_NOPE,MBLZ_GNRL_OCPT_NOPE,RCPT_YMD,IGTN_CS_NM,SPNWS_CN,RCPT_TM,PRFECT_POTFR_YMD,IGTN_DMNT_SCLSF_NM,DSPT_REQ_TM,FRST_IGOBJ_SCLSF_NM,HR_UNIT_WSPD,LFDAU_GRNDS_DSTNC,FRSTN_NM,DSPT_YMD,PRPT_DAM_AMT,CMBS_EXPOBJ_SCLSF_NM,year,IGTN_BRNCH_NM,SN,GRNDS_CTPV_NM,IGTN_DMNT_LCLSF_NM,MBLZ_SOLD_CNT,CNTR_GRNDS_DSTNC,HR_UNIT_WNDRCT,FIRE_SUPESN_REQ_TM,CNTR_NM,HNL_DAM_CNT
20120124,쓰레기소각,불꽃/불티,20120124,2,33,-6.0,남면119지역대,임야,산불,양구군,20120124,57,24,2,114249,종이/목재/건초등,120124000000000.0,0,강원소방본부,23,0,,111500,113355,114249,맑음,삼팔선로689-33,국유림,,20120124,,,111645,0,,5,임야,121835,0,2,20120124,쓰레기소각장,,111536,20120124,쓰레기/논밭두렁,1710,풀/나뭇잎,225.0,10.0,춘천소방서,20120124,78,,2012,산아래,5,강원도,부주의,0,15,4.0,854,양구119안전센터,0
20120127,담배꽁초,담뱃불/라이터불,20120126,11,30,-4.0,,임야,산불,강릉시,20120127,12,0,4,122500,쓰레기류,120127000000000.0,2,강원소방본부,56,0,,235600,10000,3000,맑음,방동안길12,사유림,,20120127,,,235741,0,,15,임야,10900,0,9,20120126,담뱃불,건조주의보,235615,20120127,담뱃불,1219,쓰레기,180.0,0.0,강릉소방서,20120126,0,,2012,산중턱,6,강원도,부주의,0,10,4.0,2000,경포119안전센터,0
20120129,담배꽁초,담뱃불/라이터불,20120129,5,11,0.0,,임야,산불,횡성군,20120129,9,0,2,53149,종이/목재/건초등,120129000000000.0,0,강원소방본부,16,0,,171300,173132,173149,구름조금,,사유림,186-1,20120129,,,171432,0,,8,임야,181000,0,1,20120129,담뱃불,,171352,20120129,담뱃불,1700,풀/나뭇잎,225.0,0.0,횡성소방서,20120129,0,,2012,산아래,7,강원도,부주의,0,6,4.0,17,우천119안전센터,0
20120205,불장난,담뱃불/라이터불,20120205,12,68,6.0,,임야,산불,고성군,20120205,40,12,5,44902,종이/목재/건초등,120205000000000.0,26,강원소방본부,29,0,,160500,161020,165202,맑음,,사유림,,20120205,,,160608,0,,18,임야,181000,0,7,20120205,입산자실화,건조주의보,160530,20120205,라이터불/성냥불,412,풀/나뭇잎,135.0,0.0,고성소방서,20120205,2900,,2012,산정상,8,강원도,부주의,0,4,4.0,4142,거진119안전센터,0
20120210,부주의,불꽃/불티,20120210,10,127,1.0,북방119지역대,임야,산불,홍천군,20120210,8,40,5,54540,종이/목재/건초등,120210000000000.0,28,강원소방본부,33,0,,162100,162557,180740,구름많음,,국유림,11,20120210,,,162313,0,,9,임야,195417,15,25,20120210,입산자실화,,162112,20120210,불꽃/불티,244,풀/나뭇잎,225.0,3.0,홍천소방서,20120210,0,,2012,산정상,9,강원도,부주의,5,8,4.0,14143,홍천119안전센터,0
20120215,기타,폭발물/폭죽,20120215,15,65,5.0,서화119지역대,임야,산불,인제군,20120215,85,17,2,23000,종이/목재/건초등,120215000000000.0,20,강원소방본부,18,0,,100400,102000,150000,맑음,서화길3-14,국유림,23,20120215,,,100714,0,,6,임야,150500,0,0,20120215,군경사격장,,100446,20120215,폭탄/탄약,1246,풀/나뭇잎,180.0,10.0,인제소방서,20120215,0,,2012,산중턱,10,강원도,기타,20,25,4.0,44000,원통119안전센터,0
20120219,불씨/불꽃/화원방치,불꽃/불티,20120219,9,58,-5.0,하장119지역대,임야,산불,삼척시,20120219,51,40,0,73548,쓰레기류,120219000000000.0,0,강원소방본부,25,0,,190300,193548,215248,맑음,역둔원동로347-111,사유림,92,20120219,종이/목재/건초등,,190448,0,원거리소방서,10,임야,230548,5,3,20120219,논/밭두렁,,190300,20120219,쓰레기/논밭두렁,3100,기타쓰레기,270.0,17.0,삼척소방서,20120219,0,풀/나뭇잎,2012,산아래,11,강원도,부주의,0,42,4.0,21700,도계119안전센터,0
20120222,기타,기타,20120222,5,52,6.0,남면119지역대,임야,산불,인제군,20120222,45,0,0,112013,기타,120222000000000.0,0,강원소방본부,67,0,,103800,105500,113000,맑음,,국유림,,20120222,,,103900,0,기타,7,임야,125300,0,40,20120222,미상,,103849,20120222,기타,1600,기타,315.0,12.0,인제소방서,20120222,0,,2012,산정상,12,강원도,기타,5,30,4.0,3500,인제119안전센터,0
20120228,미상,미상,20120228,10,61,2.0,,임야,산불,춘천시,20120228,20,15,4,123727,종이/목재/건초등,120228000000000.0,0,강원소방본부,30,0,,120400,121000,125400,구름조금,노일길51,사유림,198-1,20120228,,,120643,0,,12,임야,134500,20,10,20120228,미상,,120447,20120228,미상,317,풀/나뭇잎,135.0,0.0,춘천소방서,20120228,0,,2012,평지,13,강원도,미상,0,2,4.0,4400,강촌119안전센터,0
20120228,담배꽁초,담뱃불/라이터불,20120228,28,113,6.0,동면119지역대,임야,산불,양구군,20120228,63,18,0,30427,종이/목재/건초등,120228000000000.0,30,강원소방본부,48,0,,143700,144529,151800,맑음,,사유림,631,20120228,,,143817,0,,7,임야,154405,38,20,20120228,성묘객,,143725,20120228,담뱃불,712,잔디,90.0,5.0,춘천소방서,20120228,0,,2012,산아래,14,강원도,부주의,0,18,4.0,3231,양구119안전센터,0
20120228,부주의,불꽃/불티,20120228,5,53,6.0,서면119지역대,임야,산불,홍천군,20120228,39,20,0,54134,종이/목재/건초등,120228000000000.0,9,강원소방본부,52,0,,170300,171849,174134,맑음,,사유림,588,20120228,,,170501,0,,7,임야,201604,0,17,20120228,기타,,170353,20120228,불꽃/불티,1348,풀/나뭇잎,315.0,10.0,홍천소방서,20120228,880,,2012,산아래,15,강원도,부주의,0,22,4.0,2245,양덕원119안전센터,0
20120305,미상,미상,20120304,2,80,2.0,,임야,산불,춘천시,20120305,25,45,0,24024,미상,120305000000000.0,0,강원소방본부,69,0,,235200,2024,31424,흐림,율장길30-58,사유림,328,20120305,,,235324,0,,5,임야,34024,0,30,20120304,미상,,235245,20120305,미상,2700,미상,45.0,0.0,춘천소방서,20120304,0,,2012,산정상,16,강원도,미상,0,5,4.0,25400,강촌119안전센터,0
20120308,쓰레기소각,불꽃/불티,20120308,9,27,6.0,,임야,산불,양양군,20120308,25,0,0,42551,종이/목재/건초등,120308000000000.0,10,강원소방본부,40,0,,161700,162151,163051,맑음,,사유림,405-281,20120308,,,161751,0,,17,임야,172651,0,0,20120308,논/밭두렁,,161712,20120308,쓰레기/논밭두렁,400,건초,0.0,0.0,양양소방서,20120308,0,,2012,산아래,17,강원도,부주의,0,5,12.0,900,양양119안전센터,0
20120327,용접/절단/연마,불꽃/불티,20120327,10,32,11.0,,임야,산불,고성군,20120327,5,0,2,104839,종이/목재/건초등,120327000000000.0,0,강원소방본부,9,0,,103500,104539,105639,맑음,,국유림,,20120327,,,103739,0,,20,임야,112039,0,10,20120327,기타,,103516,20120327,용접/절단/연마,800,건초,45.0,0.0,고성소방서,20120327,0,,2012,산아래,18,강원도,부주의,0,5,4.0,1100,동광119안전센터,0
20120401,미상,미상,20120401,8,112,8.0,,임야,산불,춘천시,20120401,14,35,10,95241,종이/목재/건초등,120401000000000.0,27,강원소방본부,24,0,,202500,203844,221544,맑음,,국유림,97,20120401,,,202656,0,,10,임야,230212,0,30,20120401,미상,,202555,20120401,미상,1148,풀/나뭇잎,225.0,0.0,춘천소방서,20120401,0,,2012,산중턱,19,강원도,미상,0,11,4.0,13700,효자119안전센터,0
20120408,불장난,담뱃불/라이터불,20120408,16,56,21.0,,임야,산불,속초시,20120408,5,0,10,20042,종이/목재/건초등,120408000000000.0,0,강원소방본부,14,1,,134000,135225,140142,맑음,,공유림,,20120408,,,134142,0,,16,임야,145342,10,20,20120408,입산자실화,,134038,20120408,라이터불/성냥불,1043,건초,225.0,0.0,속초소방서,20120408,0,,2012,산정상,20,강원도,부주의,0,2,12.0,917,노학119안전센터,1
20120409,미상,미상,20120409,1,41,17.0,,임야,산불,화천군,20120409,60,3,5,61009,종이/목재/건초등,120409000000000.0,0,강원소방본부,29,0,,152300,160409,185209,맑음,호음로151-21,국유림,산269,20120409,,,152409,0,,4,임야,190009,16,10,20120409,미상,,152311,20120409,미상,4000,풀/나뭇잎,135.0,40.0,춘천소방서,20120409,0,,2012,산정상,21,강원도,미상,3,28,4.0,24800,화천119안전센터,0
20120410,미상,미상,20120410,7,25,17.0,,임야,산불,평창군,20120410,61,0,2,113518,종이/목재/건초등,120410000000000.0,0,강원소방본부,38,0,,110600,112018,115843,맑음,방아다리로363-37,사유림,293,20120410,,,110732,0,,6,임야,120516,10,7,20120410,미상,,110657,20120410,미상,1246,풀/나뭇잎,90.0,0.0,평창소방서,20120410,0,,2012,산아래,22,강원도,미상,0,6,8.0,3825,진부119안전센터,0
20120415,미상,미상,20120415,17,80,14.0,,임야,산불,평창군,20120415,50,0,3,40348,기타,120415000000000.0,30,강원소방본부,75,0,,151400,152849,170451,맑음,억두동길127-2,사유림,159,20120415,,,151445,0,,7,임야,182216,10,30,20120415,미상,,151409,20120415,미상,1404,기타,0.0,0.0,평창소방서,20120415,55,,2012,산아래,23,강원도,미상,0,5,8.0,13602,진부119안전센터,0
20120415,누전/지락,작동기기,20120415,14,85,18.0,,임야,산불,삼척시,20120415,40,5,5,85018,전기/전자,120416000000000.0,30,강원소방본부,30,0,,201700,203218,213018,맑음,도상로310-43,국유림,118,20120415,,,201918,0,,13,임야,234018,27,5,20120415,기타,,201733,20120415,불꽃/스파크/정전기,1300,전선피복,270.0,0.0,삼척소방서,20120415,0,,2012,산중턱,24,강원도,전기적요인,0,10,8.0,5800,도계119안전센터,0
20120418,미상,미상,20120418,8,76,13.0,,임야,산불,철원군,20120418,4,10,0,42502,종이/목재/건초등,120418000000000.0,60,강원소방본부,71,0,,160200,160902,164402,맑음,,사유림,277,20120418,,,160402,0,,6,임야,180002,0,0,20120418,입산자실화,,160244,20120418,미상,500,건초,90.0,3.0,철원소방서,20120418,0,,2012,산아래,25,강원도,미상,0,4,17.0,3500,태봉119안전센터,0
20120419,부주의,미상,20120419,72,1264,14.0,화촌119지역대,임야,산불,홍천군,20120420,15,475,15,110000,종이/목재/건초등,120419000000000.0,114,강원소방본부,56,0,,141200,143816,191323,맑음,,국유림,51,20120419,종이/목재/건초등,,141419,0,기타/가연성물질의급격한연소/기상(건조/강풍등)/원거리소방서/화재인지/신고지연,121,임야,203110,113,426,20120419,입산자실화,,141234,20120420,미상,2357,풀/나뭇잎,90.0,10.0,홍천소방서,20120419,7169,풀/나뭇잎,2012,산중턱,26,강원도,부주의,0,15,8.0,43507,홍천119안전센터,0
20120419,미상,미상,20120419,20,289,17.0,,임야,산불,횡성군,20120419,30,65,5,72632,미상,120419000000000.0,200,강원소방본부,57,0,,145800,151206,192633,구름많음,,사유림,50,20120419,,,145952,0,,12,임야,211338,7,0,20120419,미상,,145824,20120419,미상,1214,미상,90.0,7.0,횡성소방서,20120419,0,,2012,산정상,27,강원도,미상,0,30,4.0,41427,둔내119안전센터,0
20120420,미상,미상,20120420,14,115,12.0,,임야,산불,횡성군,20120420,26,15,2,64656,미상,120420000000000.0,88,강원소방본부,71,0,,33100,35121,64657,흐림,,사유림,195-1,20120420,,,33417,0,,7,임야,74055,3,0,20120420,미상,,33144,20120420,미상,1704,미상,90.0,5.0,횡성소방서,20120420,0,,2012,산중턱,28,강원도,미상,0,26,4.0,25536,둔내119안전센터,0
20120420,기타,기타,20120420,12,58,22.0,청일지역대,임야,산불,횡성군,20120420,25,18,2,14412,종이/목재/건초등,120420000000000.0,0,강원소방본부,33,0,,125100,130802,134834,구름많음,,사유림,190,20120420,,,125301,0,,8,임야,151000,0,30,20120420,기타,,125119,20120420,기타,1501,풀/나뭇잎,180.0,4.0,횡성소방서,20120420,0,,2012,산정상,29,강원도,기타,0,13,4.0,4032,둔내119안전센터,0
20120420,쓰레기소각,불꽃/불티,20120420,7,106,19.0,,임야,산불,영월군,20120420,31,20,5,63500,종이/목재/건초등,120420000000000.0,0,강원소방본부,40,0,,175000,180200,184142,구름많음,,사유림,119,20120420,,,175234,0,,6,임야,201207,40,35,20120420,쓰레기소각장,,175030,20120420,쓰레기/논밭두렁,926,풀/나뭇잎,135.0,0.0,영월소방서,20120420,9,,2012,산아래,30,강원도,부주의,0,5,4.0,3942,주천119안전센터,0
20120424,담배꽁초,담뱃불/라이터불,20120424,18,92,23.0,,임야,산불,동해시,20120424,15,0,7,25052,종이/목재/건초등,120424000000000.0,49,강원소방본부,37,0,,142700,143552,151652,맑음,효자로381,사유림,74,20120424,종이/목재/건초등,,142932,0,,21,임야,184052,15,0,20120424,담뱃불,,142713,20120424,담뱃불,620,풀/나뭇잎,90.0,0.0,동해소방서,20120424,0,풀/나뭇잎,2012,산중턱,31,강원도,부주의,0,7,4.0,4100,북평119안전센터,0
20120427,기타,폭발물/폭죽,20120427,13,26,19.0,서화119지역대,임야,산불,인제군,20120427,0,5,0,51300,종이/목재/건초등,120427000000000.0,13,강원소방본부,38,0,,100600,104200,171300,맑음,,국유림,1,20120427,,,100935,0,,8,임야,180000,0,0,20120427,군경사격장,,100648,20120427,폭탄/탄약,3225,풀/나뭇잎,45.0,20.0,인제소방서,20120427,0,,2012,산정상,32,강원도,기타,0,45,12.0,63100,원통119안전센터,0
20120429,기타,담뱃불/라이터불,20120429,13,153,25.0,상남119지역대,임야,산불,인제군,20120429,56,35,2,64118,기타,120429000000000.0,50,강원소방본부,30,0,,180200,181931,192813,맑음,,국유림,21,20120429,,,180330,0,,6,임야,203806,20,40,20120429,미상,,180251,20120429,담뱃불,1601,기타,180.0,6.0,인제소방서,20120429,0,,2012,산정상,33,강원도,기타,0,39,4.0,10842,기린119안전센터,0
20120430,부주의,기타,20120430,12,155,19.0,동산119지역대,임야,산불,춘천시,20120430,24,30,10,112601,종이/목재/건초등,120430000000000.0,40,강원소방본부,56,0,,101200,103908,113542,맑음,,사유림,172,20120430,,,101647,0,,14,임야,125529,11,50,20120430,입산자실화,,101201,20120430,기타,2221,풀/나뭇잎,315.0,0.0,춘천소방서,20120430,0,,2012,산정상,34,강원도,부주의,0,19,4.0,5634,석사119안전센터,0
20120430,담배꽁초,담뱃불/라이터불,20120430,8,26,18.0,,임야,산불,원주시,20120430,13,0,2,10055,종이/목재/건초등,120430000000000.0,2,강원소방본부,59,0,,120800,122225,131055,맑음,치악로546-22,공유림,1463-1,20120430,종이/목재/건초등,,121011,0,기타/기상(건조/강풍등),20,임야,140055,0,2,20120430,담뱃불,,120817,20120430,담뱃불,1214,풀/나뭇잎,45.0,0.0,원주소방서,20120430,0,풀/나뭇잎,2012,산중턱,35,강원도,부주의,0,6,4.0,4830,신림119안전센터,0
20120430,미상,미상,20120430,8,60,21.0,소초119지역대,임야,산불,원주시,20120430,10,20,2,42011,종이/목재/건초등,120430000000000.0,20,강원소방본부,37,0,,154300,155011,163011,맑음,황골로442-23,사유림,102-4,20120430,종이/목재/건초등,,154430,0,기상(건조/강풍등)/원거리소방서,8,임야,170611,0,10,20120430,미상,,154341,20120430,미상,541,풀/나뭇잎,90.0,5.0,원주소방서,20120430,0,풀/나뭇잎,2012,산아래,36,강원도,미상,0,5,8.0,4000,태장119안전센터,0
20120501,담배꽁초,담뱃불/라이터불,20120501,15,146,16.0,가곡119지역대,임야,산불,삼척시,20120501,57,43,2,25052,종이/목재/건초등,120501000000000.0,47,강원소방본부,68,0,,135100,141052,155052,맑음,가곡천로1692-73,국유림,,20120501,,,135352,0,,7,임야,174052,7,40,20120501,기타,,135128,20120501,담뱃불,1700,풀/나뭇잎,45.0,10.0,삼척소방서,20120501,0,,2012,산정상,37,강원도,부주의,0,20,8.0,14000,원덕119안전센터,0
20120506,쓰레기소각,미상,20120506,11,125,19.0,,임야,산불,화천군,20120506,45,10,10,15250,쓰레기류,120506000000000.0,0,강원소방본부,15,0,,123500,131300,150550,맑음,율대로953,국유림,252,20120506,쓰레기류,,123650,0,기상(건조/강풍등)/방화구획기능불충분,15,임야,152622,20,20,20120506,논/밭두렁,,123530,20120506,미상,3610,쓰레기,90.0,32.0,춘천소방서,20120506,0,쓰레기,2012,산아래,38,강원도,부주의,50,15,12.0,15250,화천119안전센터,0
20120506,미상,미상,20120506,7,67,19.0,,임야,산불,원주시,20120506,19,0,2,23350,종이/목재/건초등,120506000000000.0,0,강원소방본부,15,0,,135200,141831,145050,맑음,,사유림,77,20120506,종이/목재/건초등,,135434,0,가연성물질의급격한연소/기상(건조/강풍등)/방화구획기능불충분/원거리소방서/인접건물과의이격거리협소,15,임야,153350,35,15,20120506,미상,,135203,20120506,미상,2357,풀/나뭇잎,90.0,0.0,원주소방서,20120506,0,풀/나뭇잎,2012,산중턱,39,강원도,미상,0,12,12.0,3219,태장119안전센터,0
20120506,부주의,담뱃불/라이터불,20120506,10,28,24.0,화촌119지역대,임야,산불,홍천군,20120506,23,0,2,33537,기타,120506000000000.0,15,강원소방본부,12,0,,144800,151631,153537,맑음,상평길13,국유림,121-1,20120506,,,145032,0,,6,임야,164525,0,5,20120506,담뱃불,,144854,20120506,담뱃불,2559,기타,225.0,18.0,홍천소방서,20120506,0,,2012,산아래,40,강원도,부주의,0,23,8.0,1906,홍천119안전센터,0
20120507,미상,미상,20120507,6,50,24.0,,임야,산불,철원군,20120507,8,5,0,32527,종이/목재/건초등,120507000000000.0,0,강원소방본부,20,0,,144500,151327,153727,맑음,지경1길59,공유림,5,20120507,,,144727,0,,10,임야,163927,15,15,20120507,미상,,144527,20120507,미상,2600,풀/나뭇잎,225.0,0.0,철원소방서,20120507,0,,2012,산중턱,41,강원도,미상,5,8,4.0,2400,태봉119안전센터,0
20120507,미상,미상,20120507,14,140,22.0,,임야,산불,평창군,20120507,45,20,0,43850,미상,120507000000000.0,70,강원소방본부,10,0,,153200,155958,185121,맑음,진조2길281-71,사유림,,20120507,,,153312,0,,20,임야,185121,30,0,20120507,미상,,153218,20120507,미상,2646,미상,90.0,0.0,평창소방서,20120507,0,,2012,산중턱,42,강원도,미상,0,12,8.0,25123,봉평119안전센터,0
20120508,미상,미상,20120508,5,51,21.0,해안119지역대,임야,산불,양구군,20120508,75,4,1,34853,미상,120508000000000.0,0,강원소방본부,52,0,,130600,132447,175148,맑음,,국유림,,20120508,종이/목재/건초등,,130600,0,기타,16,임야,175148,0,0,20120508,미상,,130600,20120508,미상,1847,미상,135.0,5.0,춘천소방서,20120508,0,풀/나뭇잎,2012,미상,43,강원도,미상,30,33,4.0,42701,양구119안전센터,0
20120511,기타,기타,20120511,4,41,11.0,,임야,산불,홍천군,20120511,20,0,2,91618,기타,120511000000000.0,2,강원소방본부,92,0,,85500,90709,91618,비,,국유림,826-1,20120511,,,85707,0,,5,임야,93244,0,2,20120511,기타,,85522,20120511,기타,1002,기타,270.0,0.0,홍천소방서,20120511,0,,2012,산정상,44,강원도,기타,30,5,4.0,909,양덕원119안전센터,0
20120519,불씨/불꽃/화원방치,불꽃/불티,20120519,4,43,22.0,,임야,산불,원주시,20120519,15,18,2,33452,종이/목재/건초등,120519000000000.0,0,강원소방본부,44,0,,140800,144321,164304,맑음,,사유림,917,20120519,종이/목재/건초등,,140958,0,기타/화재인지/신고지연,8,임야,164404,0,15,20120519,모닥불,,140853,20120519,모닥불/연탄/숯,3323,풀/나뭇잎,90.0,0.0,원주소방서,20120519,0,풀/나뭇잎,2012,산정상,45,강원도,부주의,0,6,4.0,15943,태장119안전센터,0
