GRNDS_ARVL_YMD,IGTN_HTSRC_SCLSF_NM,IGTN_HTSRC_LCLSF_NM,OCRN_YMD,MBLZ_EQPMNT_CNT,WHOL_MNPW_CNT,TP_VL,LFDAU_NM,FCLT_PLC_LCLSF_NM,FCLT_PLC_MCLSF_NM,GRNDS_SGG_NM,CBK_YMD,GRNDS_DSTNC,LYCRG_FRBRG_NOPE,MBLZ_POLICEO_CNT,BGNN_POTFR_TM,FRST_IGOBJ_LCLSF_NM,WRINV_NO,MBLZ_PRVTM_GAS_REL_INST_CNT,UPCLS_INST_NM,HUM_VL,INJPSN_CNT,ACDNT_OCRN_LOT,FIRE_OCRN_HR,GRNDS_ARVL_TM,PRFECT_POTFR_TM,WTHR_INFO,ROAD_NM,FCLT_PLC_SCLSF_NM,HNUM_NM,BGNN_POTFR_YMD,CMBS_EXPOBJ_LCLSF_NM,ACDNT_OCRN_LAT,DSPT_TM,DCSD_CNT,OCRN_CS_NM,MBLZ_FFPWR_CNT,FIRE_TYPE_NM,CBK_TM,ETC_MBLZ_NOPE,MBLZ_GNRL_OCPT_NOPE,RCPT_YMD,IGTN_CS_NM,SPNWS_CN,RCPT_TM,PRFECT_POTFR_YMD,IGTN_DMNT_SCLSF_NM,DSPT_REQ_TM,FRST_IGOBJ_SCLSF_NM,HR_UNIT_WSPD,LFDAU_GRNDS_DSTNC,FRSTN_NM,DSPT_YMD,PRPT_DAM_AMT,CMBS_EXPOBJ_SCLSF_NM,year,IGTN_BRNCH_NM,SN,GRNDS_CTPV_NM,IGTN_DMNT_LCLSF_NM,MBLZ_SOLD_CNT,CNTR_GRNDS_DSTNC,HR_UNIT_WNDRCT,FIRE_SUPESN_REQ_TM,CNTR_NM,HNL_DAM_CNT
20121127,담배꽁초,담뱃불/라이터불,20121127,6,33,5.0,,임야,산불,춘천시,20121127,8,0,0,125959,종이/목재/건초등,121127000000000.0,0,강원소방본부,19,0,,121600,122559,125959,맑음,,공유림,,20121127,종이/목재/건초등,,121759,0,,13,임야,135059,0,20,20121127,담뱃불,,121613,20121127,담뱃불,800,풀/나뭇잎,225.0,0.0,춘천소방서,20121127,0,풀/나뭇잎,2012,산정상,79,강원도,부주의,0,8,4.0,3400,후평119안전센터,0
20121226,불씨/불꽃/화원방치,불꽃/불티,20121226,29,385,-8.0,가곡119지역대,임야,산불,삼척시,20121226,59,109,25,30020,종이/목재/건초등,121226000000000.0,50,강원소방본부,42,0,,122100,123520,151020,맑음,오목길522-53,사유림,120-2,20121226,종이/목재/건초등,,122220,0,기상(건조/강풍등),26,임야,183020,50,125,20121226,기타,,122103,20121226,불꽃/불티,1300,건초,45.0,4.0,삼척소방서,20121226,0,건초,2012,산아래,80,강원도,부주의,0,23,4.0,23500,원덕119안전센터,0
20121227,불장난,담뱃불/라이터불,20121227,4,9,1.0,,임야,산불,원주시,20121227,5,0,0,12624,종이/목재/건초등,121227000000000.0,0,강원소방본부,29,0,,131400,132249,132624,맑음,현충로74-10,사유림,144-21,20121227,,,131450,0,,9,임야,134000,0,0,20121227,기타,,131401,20121227,라이터불/성냥불,759,풀/나뭇잎,180.0,0.0,원주소방서,20121227,0,,2012,산아래,81,강원도,부주의,0,3,4.0,335,학성119안전센터,0
20130104,담배꽁초,담뱃불/라이터불,20130104,15,38,-1.0,,임야,산불,동해시,20130104,7,0,7,55059,종이/목재/건초등,130104000000000.0,0,강원소방본부,33,0,,173500,174059,180659,맑음,효자로627,사유림,260-2,20130104,,,173659,0,,9,임야,181959,0,22,20130104,담뱃불,건조주의보,173504,20130104,담뱃불,400,풀/나뭇잎,270.0,0.0,동해소방서,20130104,0,,2013,산중턱,1,강원도,부주의,0,2,4.0,2600,북삼119안전센터,0
20130109,미상,미상,20130109,11,40,-7.0,,임야,산불,강릉시,20130109,9,0,2,40700,종이/목재/건초등,130109000000000.0,0,강원소방본부,44,0,,30000,31001,43300,맑음,,국유림,439,20130109,,,30130,0,,18,임야,52000,10,10,20130109,미상,,30020,20130109,미상,831,잔디,270.0,0.0,강릉소방서,20130109,0,,2013,산아래,2,강원도,미상,0,7,4.0,12259,내곡119안전센터,0
20130109,미상,미상,20130109,11,40,-7.0,,임야,산불,강릉시,20130109,6,0,2,32000,종이/목재/건초등,130109000000000.0,0,강원소방본부,44,0,,30000,31001,32600,맑음,,국유림,120-1,20130109,,,30125,0,,18,임야,52000,10,10,20130109,미상,,30020,20130109,미상,836,잔디,270.0,0.0,강릉소방서,20130109,0,,2013,평지,3,강원도,미상,0,6,4.0,1559,유천119안전센터,0
20130110,미상,미상,20130110,8,56,-4.0,,임야,산불,강릉시,20130110,6,0,4,102333,종이/목재/건초등,130110000000000.0,30,강원소방본부,27,0,,215400,220300,223911,맑음,동해대로3304번길22-5,공유림,154-1,20130110,종이/목재/건초등,,215701,0,화재인지/신고지연,22,임야,231758,0,0,20130110,미상,,215409,20130110,미상,559,풀/나뭇잎,225.0,0.0,강릉소방서,20130110,24,풀/나뭇잎,2013,산아래,4,강원도,미상,0,5,4.0,3611,경포119안전센터,0
20130112,쓰레기소각,불꽃/불티,20130112,14,268,5.0,,임야,산불,양양군,20130112,12,141,12,53556,종이/목재/건초등,130112000000000.0,15,강원소방본부,49,0,,164600,170002,173556,흐림,,사유림,88,20130112,,,164810,0,기타/기상(건조/강풍등)/화재인지/신고지연,30,임야,182000,20,50,20130112,쓰레기소각장,,164650,20130112,쓰레기/논밭두렁,1152,풀/나뭇잎,225.0,0.0,양양소방서,20130112,0,,2013,산아래,5,강원도,부주의,0,8,4.0,3554,양양119안전센터,0
20130115,쓰레기소각,불꽃/불티,20130115,10,54,2.0,,임야,산불,양양군,20130115,18,0,4,84941,종이/목재/건초등,130115000000000.0,0,강원소방본부,41,0,,82100,83341,85141,구름많음,,사유림,431,20130115,,,82241,0,,10,임야,94841,0,40,20130115,논/밭두렁,,82157,20130115,쓰레기/논밭두렁,1100,풀/나뭇잎,270.0,0.0,양양소방서,20130115,0,,2013,산아래,6,강원도,부주의,0,3,4.0,1800,양양119안전센터,0
20130228,쓰레기소각,불꽃/불티,20130228,15,242,10.0,,임야,산불,삼척시,20130228,37,32,10,124458,종이/목재/건초등,130228000000000.0,50,강원소방본부,41,0,,120900,121358,131458,구름많음,호산1길141-1,공유림,303-12,20130228,종이/목재/건초등,,120948,0,기상(건조/강풍등),20,임야,161458,90,40,20130228,논/밭두렁,,120911,20130228,쓰레기/논밭두렁,410,풀/나뭇잎,225.0,0.0,삼척소방서,20130228,0,풀/나뭇잎,2013,산아래,7,강원도,부주의,0,2,4.0,10100,원덕119안전센터,0
20130303,담배꽁초,담뱃불/라이터불,20130303,7,21,7.0,,임야,산불,속초시,20130303,3,0,2,120335,종이/목재/건초등,130303000000000.0,0,강원소방본부,34,0,,115400,120035,120335,맑음,도리원길43,공유림,151-4,20130303,,,115635,0,,19,임야,121035,0,0,20130303,담뱃불,,115438,20130303,담뱃불,400,풀/나뭇잎,315.0,0.0,속초소방서,20130303,0,,2013,평지,8,강원도,부주의,0,3,4.0,300,노학119안전센터,0
20130304,쓰레기소각,불꽃/불티,20130304,16,170,5.0,,임야,산불,삼척시,20130304,16,10,0,11402,쓰레기류,130304000000000.0,0,강원소방본부,38,0,,122100,122802,132002,맑음,방재로4,사유림,580-3,20130304,종이/목재/건초등,,122202,0,기상(건조/강풍등)/화재인지/신고지연,35,임야,140002,65,60,20130304,논/밭두렁,,122112,20130304,쓰레기/논밭두렁,600,쓰레기,0.0,0.0,삼척소방서,20130304,457,건초,2013,산아래,9,강원도,부주의,0,6,4.0,5200,근덕119안전센터,0
20130306,쓰레기소각,불꽃/불티,20130306,13,118,11.0,,임야,산불,춘천시,20130306,29,30,6,35058,종이/목재/건초등,130306000000000.0,0,강원소방본부,54,0,,150800,152058,161058,맑음,,사유림,142,20130306,,,150858,0,,12,임야,170058,40,30,20130306,논/밭두렁,,150855,20130306,쓰레기/논밭두렁,1200,풀/나뭇잎,135.0,0.0,춘천소방서,20130306,0,,2013,산아래,10,강원도,부주의,0,15,4.0,5000,강촌119안전센터,0
20130308,음식물조리중,불꽃/불티,20130308,6,23,11.0,,임야,산불,삼척시,20130308,48,0,2,13549,종이/목재/건초등,130308000000000.0,0,강원소방본부,42,0,,11000,11849,15549,구름많음,가곡천로3100-35,사유림,614,20130308,,,11249,0,,12,임야,25049,0,9,20130308,취사행위,,11034,20130308,불꽃/불티,600,풀/나뭇잎,225.0,0.0,삼척소방서,20130308,0,,2013,산정상,11,강원도,부주의,0,5,,3700,원덕119안전센터,0
20130308,쓰레기소각,불꽃/불티,20130308,21,721,14.0,,임야,산불,양양군,20130308,50,211,10,125229,종이/목재/건초등,130308000000000.0,65,강원소방본부,35,0,,121200,122342,134000,맑음,화상천로608-11,사유림,264,20130308,종이/목재/건초등,,121346,0,,35,임야,160000,130,270,20130308,쓰레기소각장,건조주의보,121241,20130308,쓰레기/논밭두렁,956,풀/나뭇잎,270.0,0.0,양양소방서,20130308,457,나무,2013,산아래,12,강원도,부주의,0,13,8.0,11618,하조대119안전센터,0
20130309,쓰레기소각,불꽃/불티,20130309,7,75,21.0,,임야,산불,춘천시,20130309,30,20,4,22632,종이/목재/건초등,130309000000000.0,0,강원소방본부,26,0,,131000,134332,142632,맑음,북산로603-45,사유림,228,20130309,종이/목재/건초등,,131132,0,기상(건조/강풍등)/원거리소방서,11,임야,160432,0,40,20130309,쓰레기소각장,,131013,20130309,쓰레기/논밭두렁,3200,풀/나뭇잎,225.0,0.0,춘천소방서,20130309,0,풀/나뭇잎,2013,산아래,13,강원도,부주의,0,30,4.0,4300,후평119안전센터,0
20130309,쓰레기소각,불꽃/불티,20130309,4,75,18.0,,임야,산불,춘천시,20130309,8,20,4,50500,종이/목재/건초등,130309000000000.0,0,강원소방본부,25,0,,162400,163500,170500,맑음,김유정로1512-39,사유림,635-25,20130309,종이/목재/건초등,,162500,0,기상(건조/강풍등),11,임야,180000,0,40,20130309,쓰레기소각장,,162432,20130309,쓰레기/논밭두렁,1000,풀/나뭇잎,225.0,0.0,춘천소방서,20130309,0,풀/나뭇잎,2013,산아래,14,강원도,부주의,0,5,4.0,3000,석사119안전센터,0
20130309,부주의,미상,20130309,5,32,7.0,,임야,산불,강릉시,20130309,7,8,2,51453,종이/목재/건초등,130309000000000.0,0,강원소방본부,77,0,,170300,171231,171702,흐림,시동길67,사유림,469,20130309,종이/목재/건초등,,170427,0,가연성물질의급격한연소,12,임야,174146,0,10,20130309,입산자실화,건조주의보,170306,20130309,미상,804,건초,45.0,0.0,강릉소방서,20130309,0,나무,2013,산아래,15,강원도,부주의,0,7,4.0,431,옥계119안전센터,0
20130310,쓰레기소각,불꽃/불티,20130310,14,84,8.0,,임야,산불,평창군,20130310,14,29,5,15425,종이/목재/건초등,130310000000000.0,0,강원소방본부,21,0,,132900,134905,135555,맑음,,사유림,136-2,20130310,종이/목재/건초등,,133039,0,기상(건조/강풍등),10,임야,142935,30,10,20130310,쓰레기소각장,,132922,20130310,쓰레기/논밭두렁,1826,건초,315.0,0.0,평창소방서,20130310,0,풀/나뭇잎,2013,산아래,16,강원도,부주의,0,14,4.0,650,평창119안전센터,0
20130311,논/임야태우기,불꽃/불티,20130311,5,95,8.0,,임야,산불,양구군,20130311,57,11,6,11351,종이/목재/건초등,130311000000000.0,72,강원소방본부,44,0,,124400,125851,132451,맑음,성곡로911,사유림,222,20130311,,,124551,0,,6,임야,145851,0,0,20130311,논/밭두렁,,124436,20130311,쓰레기/논밭두렁,1300,종이/목재/건초등,225.0,23.0,춘천소방서,20130311,1,,2013,산아래,17,강원도,부주의,0,13,4.0,2600,양구119안전센터,0
20130316,논/임야태우기,불꽃/불티,20130316,24,181,13.0,,임야,산불,양양군,20130316,15,56,4,114511,종이/목재/건초등,130316000000000.0,30,강원소방본부,31,0,,105800,111911,123011,맑음,,사유림,275,20130316,,,105911,0,,6,임야,124011,0,85,20130316,논/밭두렁,,105807,20130316,쓰레기/논밭두렁,2000,풀/나뭇잎,90.0,0.0,양양소방서,20130316,2889,,2013,산아래,18,강원도,부주의,0,9,,11100,양양119안전센터,0
20130316,불장난,담뱃불/라이터불,20130316,2,7,13.0,,임야,산불,철원군,20130316,15,0,0,10718,종이/목재/건초등,130316000000000.0,0,강원소방본부,31,0,,130000,130500,130718,맑음,,사유림,,20130316,,,130000,0,,7,임야,134936,0,0,20130316,입산자실화,,130000,20130316,라이터불/성냥불,500,건초,90.0,0.0,철원소방서,20130316,0,,2013,산아래,19,강원도,부주의,0,7,,218,동송119안전센터,0
20130323,미상,미상,20130323,6,73,7.0,지정119지역대,임야,산불,원주시,20130323,21,19,8,25502,종이/목재/건초등,130323000000000.0,0,강원소방본부,56,0,,143100,144404,152710,맑음,원양2로294,사유림,,20130323,종이/목재/건초등,,143235,0,,15,임야,164302,25,6,20130323,미상,,143145,20130323,미상,1129,잔디,180.0,8.0,원주소방서,20130323,1320,풀/나뭇잎,2013,산중턱,20,강원도,미상,0,8,4.0,4306,문막119안전센터,0
20130327,쓰레기소각,담뱃불/라이터불,20130327,13,91,15.0,,임야,산불,춘천시,20130327,20,23,5,32024,쓰레기류,130327000000000.0,0,강원소방본부,13,0,,143500,144335,170045,맑음,,사유림,,20130327,,,143651,0,,13,임야,171154,30,20,20130327,기타,,143535,20130327,라이터불/성냥불,644,기타쓰레기,225.0,0.0,춘천소방서,20130327,156231,,2013,산아래,21,강원도,부주의,0,7,4.0,21710,강촌119안전센터,0
20130327,담배꽁초,담뱃불/라이터불,20130327,17,206,17.0,,임야,산불,홍천군,20130327,3,70,4,42442,종이/목재/건초등,130327000000000.0,0,강원소방본부,14,0,,155400,160033,164032,맑음,희망로10길13,사유림,52,20130327,,,155548,0,,25,임야,174925,42,65,20130327,담뱃불,,155400,20130327,담뱃불,445,풀/나뭇잎,225.0,0.0,홍천소방서,20130327,4765,,2013,산아래,22,강원도,부주의,0,3,4.0,3959,홍천119안전센터,0
20130327,방화의심,미상,20130327,6,12,8.0,,임야,산불,태백시,20130327,10,0,0,83236,기타,130327000000000.0,0,강원소방본부,46,0,,202600,203005,204512,맑음,갈골길7,사유림,279-2,20130327,기타,,202726,0,,12,임야,205043,0,0,20130327,미상,,202626,20130327,미상,239,기타,270.0,0.0,태백소방서,20130327,0,기타,2013,산아래,23,강원도,방화의심,0,1,4.0,1507,철암119안전센터,0
20130328,방화,담뱃불/라이터불,20130328,9,22,4.0,,임야,산불,강릉시,20130328,2,0,2,23000,종이/목재/건초등,130328000000000.0,8,강원소방본부,37,0,,21200,21859,23928,맑음,강릉대로171번길39,국유림,853-14,20130328,종이/목재/건초등,,21355,0,기상(건조/강풍등),12,임야,31500,0,0,20130328,기타,,21253,20130328,라이터불/성냥불,504,종이,225.0,0.0,강릉소방서,20130328,0,풀/나뭇잎,2013,산중턱,24,강원도,방화,0,2,4.0,2029,유천119안전센터,0
20130328,방화의심,미상,20130328,6,12,6.0,,임야,산불,태백시,20130328,10,0,2,82546,미상,130328000000000.0,0,강원소방본부,57,0,,201700,202011,202726,맑음,갈골길7,사유림,279-2,20130328,기타,,201750,0,기타,10,임야,204231,0,0,20130328,기타,,201724,20130328,미상,221,미상,180.0,0.0,태백소방서,20130328,0,기타,2013,산아래,25,강원도,방화의심,0,1,4.0,715,철암119안전센터,0
20130401,미상,미상,20130401,7,46,15.0,,임야,산불,춘천시,20130401,5,0,0,24030,종이/목재/건초등,130401000000000.0,0,강원소방본부,19,0,,142000,143218,144030,구름많음,,사유림,15,20130401,,,142151,0,,11,임야,151449,25,10,20130401,미상,,142024,20130401,미상,1027,풀/나뭇잎,180.0,0.0,춘천소방서,20130401,0,,2013,미상,26,강원도,미상,0,5,4.0,812,후평119안전센터,0
20130413,불장난,담뱃불/라이터불,20130413,7,25,19.0,,임야,산불,강릉시,20130413,2,0,0,122820,종이/목재/건초등,130413000000000.0,10,강원소방본부,15,0,,121400,121850,123200,맑음,산양큰길20,공유림,1223,20130413,,,121520,0,,11,임야,125000,0,4,20130413,기타,강풍주의보,121400,20130413,라이터불/성냥불,330,풀/나뭇잎,225.0,0.0,강릉소방서,20130413,0,,2013,산아래,27,강원도,부주의,0,1,17.0,1310,포남119안전센터,0
20130413,미상,미상,20130413,73,480,9.0,현내119지역대,임야,산불,고성군,20130416,68,0,0,32700,종이/목재/건초등,130417000000000.0,65,강원소방본부,32,0,,144000,152627,182000,맑음,,공유림,,20130413,,,144221,0,,26,임야,200000,50,39,20130413,미상,건조주의보,144053,20130416,미상,4406,풀/나뭇잎,315.0,20.0,고성소방서,20130413,0,,2013,산중턱,28,강원도,미상,300,30,8.0,25333,거진119안전센터,0
20130416,미상,미상,20130416,4,14,16.0,,임야,산불,춘천시,20130416,25,2,0,91544,종이/목재/건초등,130416000000000.0,0,강원소방본부,74,0,,203600,210044,211544,맑음,,사유림,,20130416,종이/목재/건초등,,204044,0,원거리소방서,12,임야,221544,0,0,20130416,미상,,203619,20130416,미상,2000,풀/나뭇잎,225.0,0.0,춘천소방서,20130416,0,풀/나뭇잎,2013,산아래,29,강원도,미상,0,20,4.0,1500,석사119안전센터,0
20130418,부주의,담뱃불/라이터불,20130418,10,145,3.0,서면119지역대,임야,산불,홍천군,20130419,33,28,8,61000,종이/목재/건초등,130418000000000.0,20,강원소방본부,76,0,,184800,191940,65000,맑음,,공유림,225,20130419,종이/목재/건초등,,185109,0,기타/기상(건조/강풍등)/현장진입지연(불법주차),9,임야,82041,30,50,20130418,입산자실화,,184800,20130419,담뱃불,2831,풀/나뭇잎,0.0,7.0,홍천소방서,20130418,1445,풀/나뭇잎,2013,산정상,30,강원도,부주의,0,25,4.0,113020,양덕원119안전센터,0
20130419,기타,폭발물/폭죽,20130419,9,295,8.0,,임야,산불,화천군,20130419,55,37,2,123812,종이/목재/건초등,130419000000000.0,16,강원소방본부,59,0,,103200,104915,160022,구름많음,,국유림,4044,20130419,,,103405,0,,6,임야,161630,10,11,20130419,기타,,103239,20130419,폭탄/탄약,1510,풀/나뭇잎,90.0,0.0,춘천소방서,20130419,0,,2013,산아래,31,강원도,기타,213,13,4.0,51107,사내119안전센터,0
20130419,기타,기타,20130419,8,88,11.0,,임야,산불,홍천군,20130419,18,23,2,114406,종이/목재/건초등,130419000000000.0,2,강원소방본부,18,0,,110700,111143,115048,맑음,,사유림,240,20130419,,,110741,0,,8,임야,124616,3,50,20130419,기타,,110705,20130419,기타,402,풀/나뭇잎,0.0,0.0,홍천소방서,20130419,0,,2013,산아래,32,강원도,기타,0,2,4.0,3905,양덕원119안전센터,0
20130422,담배꽁초,담뱃불/라이터불,20130422,8,36,17.0,,임야,산불,강릉시,20130422,8,0,2,81401,종이/목재/건초등,130422000000000.0,0,강원소방본부,23,0,,195600,200914,202105,구름조금,지변길18번길8-23,사유림,263,20130422,종이/목재/건초등,,200024,0,가연성물질의급격한연소,19,임야,211526,0,15,20130422,담뱃불,,195630,20130422,담뱃불,850,건초,225.0,0.0,강릉소방서,20130422,0,건초,2013,산정상,33,강원도,부주의,0,5,4.0,1151,경포119안전센터,0
20130427,미상,미상,20130427,10,154,16.0,,임야,산불,양양군,20130427,36,20,4,123331,종이/목재/건초등,130427000000000.0,0,강원소방본부,54,0,,114700,115840,133000,맑음,동해대로1045,사유림,114-1,20130427,,,114941,0,,25,임야,140934,5,100,20130427,미상,,114749,20130427,미상,859,풀/나뭇잎,90.0,0.0,양양소방서,20130427,580,,2013,산중턱,34,강원도,미상,0,5,4.0,13120,하조대119안전센터,0
20130429,미상,미상,20130429,12,70,17.0,,임야,산불,고성군,20130429,30,0,3,42005,종이/목재/건초등,130429000000000.0,0,강원소방본부,43,0,,153200,155805,164205,맑음,,사유림,,20130429,,,153305,0,,12,임야,171305,0,25,20130429,미상,,153259,20130429,미상,2500,풀/나뭇잎,225.0,0.0,고성소방서,20130429,0,,2013,산중턱,35,강원도,미상,30,10,8.0,4400,간성119안전센터,0
20130430,부주의,미상,20130430,26,94,23.0,하장119지역대,임야,산불,삼척시,20130430,18,9,2,14000,종이/목재/건초등,130430000000000.0,2,강원소방본부,53,0,,115900,120400,151200,맑음,강원남부로2710,사유림,192-6,20130430,종이/목재/건초등,,120100,0,가연성물질의급격한연소/화재인지/신고지연,21,임야,152220,0,60,20130430,입산자실화,,115942,20130430,미상,300,풀/나뭇잎,45.0,3.0,삼척소방서,20130430,3752,풀/나뭇잎,2013,산중턱,36,강원도,부주의,0,18,4.0,30800,도계119안전센터,0
20130504,부주의,담뱃불/라이터불,20130504,12,93,18.0,,임야,산불,홍천군,20130504,4,13,2,10500,종이/목재/건초등,130504000000000.0,28,강원소방본부,39,0,,125000,130221,131000,맑음,,사유림,,20130504,종이/목재/건초등,,125224,0,가연성물질의급격한연소/화재인지/신고지연,10,임야,143000,0,40,20130504,입산자실화,,125032,20130504,담뱃불/라이터불,957,풀/나뭇잎,315.0,0.0,홍천소방서,20130504,0,풀/나뭇잎,2013,산아래,37,강원도,부주의,0,4,4.0,739,홍천119안전센터,0
20130504,미상,미상,20130504,7,25,15.0,,임야,산불,평창군,20130504,47,0,2,25500,미상,130504000000000.0,3,강원소방본부,36,0,,143300,144400,150300,맑음,지령동길110-22,사유림,932,20130504,,,143500,0,,7,임야,162000,2,11,20130504,미상,,143344,20130504,미상,900,미상,270.0,0.0,평창소방서,20130504,0,,2013,산아래,38,강원도,미상,0,8,8.0,1900,진부119안전센터,0
20130506,미상,미상,20130506,3,49,8.0,,임야,산불,춘천시,20130506,6,10,2,35054,종이/목재/건초등,130506000000000.0,0,강원소방본부,78,0,,12700,23054,35054,맑음,,사유림,14,20130506,,,22254,0,,12,임야,43054,0,25,20130506,미상,,12734,20130506,미상,800,풀/나뭇잎,0.0,0.0,춘천소방서,20130506,0,,2013,산아래,39,강원도,미상,0,6,4.0,12000,후평119안전센터,0
20130506,기타,미상,20130506,20,98,24.0,,임야,산불,춘천시,20130506,6,31,9,32433,종이/목재/건초등,130506000000000.0,0,강원소방본부,30,0,,144900,145730,152433,맑음,,사유림,10,20130506,,,145044,0,,18,임야,163545,15,25,20130506,입산자실화,,144957,20130506,미상,646,잔디,225.0,0.0,춘천소방서,20130506,0,,2013,산아래,40,강원도,기타,0,6,4.0,2703,후평119안전센터,0
20130507,담배꽁초,담뱃불/라이터불,20130507,7,26,17.0,,임야,산불,강릉시,20130507,9,0,2,122700,종이/목재/건초등,130507000000000.0,10,강원소방본부,56,0,,121100,122158,123911,구름많음,모산로224번길3-1,국유림,50,20130507,,,121400,0,,14,임야,131000,0,0,20130507,담뱃불,,121103,20130507,담뱃불,758,풀/나뭇잎,90.0,0.0,강릉소방서,20130507,0,,2013,산아래,41,강원도,부주의,0,4,4.0,1713,내곡119안전센터,0
20130508,미상,미상,20130508,10,46,24.0,,임야,산불,속초시,20130508,10,0,0,121047,종이/목재/건초등,130508000000000.0,30,강원소방본부,32,0,,110400,110947,130047,맑음,,국유림,,20130508,,,110647,0,,16,임야,142047,0,0,20130508,미상,,110455,20130508,미상,300,풀/나뭇잎,270.0,0.0,속초소방서,20130508,0,,2013,산정상,42,강원도,미상,0,4,,15100,설악119안전센터,0
20130508,담배꽁초,담뱃불/라이터불,20130508,12,102,24.0,강림지역대,임야,산불,횡성군,20130508,18,20,8,14200,종이/목재/건초등,130508000000000.0,3,강원소방본부,32,0,,122500,123500,143600,맑음,,사유림,148,20130508,,,122552,0,,11,임야,152400,20,40,20130508,기타,,122522,20130508,담뱃불,908,풀/나뭇잎,270.0,10.0,횡성소방서,20130508,0,,2013,산중턱,43,강원도,부주의,0,12,,20100,우천119안전센터,0
20130508,미상,미상,20130508,7,69,15.0,,임야,산불,양구군,20130509,84,0,0,62040,미상,130508000000000.0,7,강원소방본부,55,0,,134700,144240,131000,맑음,,국유림,554,20130508,,,141740,0,,5,임야,152000,0,7,20130508,미상,,134714,20130509,미상,2500,미상,225.0,20.0,춘천소방서,20130508,0,,2013,산아래,44,강원도,미상,50,44,4.0,222720,양구119안전센터,0
20130512,부주의,미상,20130512,21,149,25.0,미로119지역대,임야,산불,삼척시,20130512,10,20,6,25719,종이/목재/건초등,130512000000000.0,0,강원소방본부,28,0,,135700,135919,153019,맑음,미로강변로1길42,사유림,141,20130512,,,135747,0,가연성물질의급격한연소,7,임야,164019,0,116,20130512,입산자실화,,135747,20130512,미상,132,풀/나뭇잎,225.0,1.0,삼척소방서,20130512,1445,,2013,산정상,45,강원도,부주의,0,10,12.0,13100,봉황119안전센터,0
20130514,미상,미상,20130514,7,47,17.0,,임야,산불,화천군,20130514,49,5,7,91000,종이/목재/건초등,130514000000000.0,0,강원소방본부,39,0,,82900,84600,94000,구름많음,,사유림,,20130514,,,83103,0,,5,임야,101000,0,30,20130514,논/밭두렁,,82905,20130514,미상,1457,풀/나뭇잎,0.0,0.0,춘천소방서,20130514,0,,2013,산중턱,46,강원도,미상,0,14,4.0,5400,화천119안전센터,0
20130516,부주의,담뱃불/라이터불,20130516,6,83,23.0,,임야,산불,홍천군,20130516,17,18,3,115500,종이/목재/건초등,130516000000000.0,15,강원소방본부,32,0,,111400,112438,120500,맑음,,사유림,12,20130516,종이/목재/건초등,,111619,0,기타/화재인지/신고지연,12,임야,130000,20,15,20130516,담뱃불,,111424,20130516,담뱃불/라이터불,819,건초,90.0,0.0,홍천소방서,20130516,0,건초,2013,산중턱,47,강원도,부주의,0,3,4.0,4022,양덕원119안전센터,0
20130516,담배꽁초,담뱃불/라이터불,20130516,10,104,11.0,,임야,산불,평창군,20130516,66,10,0,15000,종이/목재/건초등,130516000000000.0,20,강원소방본부,78,0,,132300,133200,150000,구름많음,올림픽로715,국유림,130,20130516,,,132500,0,,9,임야,171500,50,15,20130516,담뱃불,,132344,20130516,담뱃불,700,잔디,45.0,0.0,평창소방서,20130516,0,,2013,산중턱,48,강원도,부주의,0,6,4.0,12800,대관령119안전센터,0
20130517,담배꽁초,담뱃불/라이터불,20130517,3,67,16.0,,임야,산불,춘천시,20130518,15,15,6,111051,종이/목재/건초등,130518000000000.0,11,강원소방본부,71,0,,223000,225051,231051,맑음,,사유림,70,20130517,종이/목재/건초등,,223151,0,화재인지/신고지연,10,임야,3051,15,10,20130517,담뱃불,,223040,20130517,담뱃불,1900,풀/나뭇잎,0.0,0.0,춘천소방서,20130517,0,풀/나뭇잎,2013,산중턱,49,강원도,부주의,0,12,4.0,2000,강촌119안전센터,0
20130521,기타,기타,20130521,2,5,19.0,,임야,산불,양구군,20130521,46,0,0,34548,기타,130521000000000.0,0,강원소방본부,35,0,,153200,153848,155948,맑음,,국유림,80,20130521,,,153248,0,,5,임야,161848,0,0,20130521,군경사격장,,153205,20130521,기타,600,기타,225.0,0.0,춘천소방서,20130521,0,,2013,산중턱,50,강원도,기타,0,6,4.0,2100,양구119안전센터,0
20130605,담배꽁초,담뱃불/라이터불,20130605,9,131,15.0,,임야,산불,정선군,20130605,7,30,4,83002,종이/목재/건초등,130605000000000.0,0,강원소방본부,91,0,,191100,193302,213802,맑음,돌목길53-45,사유림,127,20130605,,,191202,0,,24,임야,222502,21,52,20130605,담뱃불,,191100,20130605,담뱃불,2100,풀/나뭇잎,0.0,0.0,정선소방서,20130605,0,,2013,산중턱,51,강원도,부주의,0,7,4.0,20500,조양119안전센터,0
20130607,미상,미상,20130607,6,18,19.0,,임야,산불,춘천시,20130607,5,0,2,32034,종이/목재/건초등,130607000000000.0,0,강원소방본부,88,0,,25900,31534,43034,구름많음,,사유림,33,20130607,,,30034,0,,10,임야,44634,0,6,20130607,미상,,25958,20130607,미상,1500,풀/나뭇잎,45.0,0.0,춘천소방서,20130607,0,,2013,산아래,52,강원도,미상,0,5,4.0,11500,후평119안전센터,0
